,userName,score,at,content
583,DATU BALALEMBANG,1,2022-06-12 05:48:58,Apaan ini Netflix sporti pemerasan saja ....katanya di suruh pilih yg bagus itu premium ehh ujung2nya gak bisa nonton di tv ...aplikasi mau uang saja tidak bisa bikin nyaman penonton..JANGAN DI-DOWNLOAD GUYZZZZ
584,Afif Arahman,1,2022-06-11 13:19:14,"Aplikasi mahal dan aneh, pihak developer hanya mencari untung tidak memikirkan pentingnya kesejahteraan penonton, tidak bisa melihat refrensi film, dan harus bayar dulu ketika ingin melihat, dan biaya langganannya pun sangat fantastis mahal, sangat tidak rekomen untuk download aplikasi ini"
585,Muh. Reski Ramadhan,3,2022-06-11 08:01:10,"Bang-_- w pertama kali pakai neflix w beli w kira bisa nonton tp tertulis ""terjadi kesalahan saat memuntar video"" terulang ulang ulang padahal nonton yt biar hd sekali lancar tuh Nyesal beli🙂"
586,Ginal Celisa90,3,2022-06-10 09:35:31,"Halo netflix... tolong perbaiki aplikasi ini agar lebih baik lagi karena login email sedikit lambat dan aku juga rekomendasikan serial populer seperti games of throne, motherland fort salem dan yang lain harus ada di aplikasi ini...🙏"
587,Astrada Psi,1,2022-06-10 09:21:37,"Baru jg download, udh disuruh bayar. Apk apaan ini. Buat tmn2 yg kecewa dgn apk ini, mending download apk sebelah ""L _ _ L _ _"" aja tanpa harus berlangganan & 100% free."
588,Dede Firmansyah,5,2022-06-10 06:20:57,Tadi ada iklannya kalo sekarang bayar langganannya bisa pake pulsa telkomsel !!
589,Tanti Rishantika,1,2022-06-10 05:24:05,Baru aja saya daftar dan bayar sebesar 54rb untuk layanan ponsel & tablet stlah itu ga sengaja keluar dan disuruh daftar lagi trus suruh transfer lagi gimna sih ini syaa ga paham
590,Ayu Saputri,1,2022-06-09 19:58:08,"Sudah selesai daftar tagihan juga sudah bayar,tapi kenapa ttp gk bisa masuk dengan keterangan selesaikan pendaftran kenapa ya??jadi nyesel kan dowload"
591,IDRUS MOHAMMAD,1,2022-06-09 11:14:41,Waktu di putar lag-lag padahal sebelumnya enggak pernah seperti ini. Tolong diperbaiki
592,Dian Shanum,5,2022-06-08 12:14:29,Netflix itu bagus banget cuma kalian yg kasih rate 3-1 itu Keknya bocil deh? Apa baru tau Netflix itu berbayar? Buat film aja perlu modal rugi anj kalo ga berbayar ngotak dikit oy orang indo gini amat kalian aja yg mudah di buat ribet hadeh
593,Rebi Astuti,1,2022-06-08 09:25:05,"Netflix apps.nya gak seperti disneyhotstar yg bisa dibuka2 dulu untuk referensi film apa yg bagus di tonton sebelum kita berlangganan berbayar, mau buka aja harus berlangganan dulu. Baru berlangganannya gak ada yg pertiga-bulan/ enam-bulan dan juga mahal lagi biayanya langganan perbulan.nya 😞😞😞"
594,Ai Nurina,5,2022-06-08 01:38:41,"Aplikasi bagus,byk film dr berbagai genre,g terlalu menghabiskan kuota,good job kak"
595,Cia_ editz,3,2022-06-07 10:12:14,"Bagus si bagus, cuma ko premium si?, Dulu kan g premium kok tiba² premium? Dikira orng punya duit semua"
596,alpen liebe,1,2022-06-06 15:28:57,Saya kira seperti aplikasi lain yang walaupun bukan vip masih bisa memutar film.
597,Rizky egha ananda,2,2022-06-06 06:22:24,"Emang ya dunia ini gak ada yang gratis mau nonton aja harus bayar lagi, hadehhh mau rating apk nya tinggi jangan sedikit2 bayar dong minimal ada batas nonton baru bayar"
598,Azura Azura,3,2022-06-06 04:19:46,"Netflix nya aku kenapa ya, ko udah masuk pake akun ,keluar sendiri, terus pas masuk lagi pasti tulisannya sandinya salah, udah coba berkali kali tetep gk bisa, kesel banget sumpah"
599,Restu Aji,2,2022-06-05 15:16:18,"Halo, untuk pengaturan streaming, akun dan segala macam kenapa tidak bisa langsung di aplikasi saja, kenapa harus masuk web? tidak praktis."
600,Nursaida Nababan,1,2022-06-05 13:08:46,Baru pertama kalinya download netflix dan pas udah selesai download malah gabisa dibuka. Sedih bgt padahal udah sampe hapus aplikasi yg lain cuma karna netflix
601,Aprilia Diah,1,2022-06-05 05:04:40,"Mimin, ini netflixku gak bisa dibuka selama semingu gimana nih? Aku udah DM di akun instagram gak direspon, komen di postingan netflix juga gak ada respon, mau membatalkan langganan gak bisa soale aplikasinya gak bisa dibuka😭😭tolong donk min"
602,TwentyThree,3,2022-06-04 09:16:12,"Berikan pilihan Berbayar & Gratis "" Dengan Iklan ""..."
603,kali Wungu,1,2022-06-03 16:24:22,"Daftar aja ga bisa2 , payah , semua udah dicoba tetap ga bisa"
604,Ofa Rizky,1,2022-06-03 14:25:24,"Paket langganan berubah tanpa adanya konfirmasi. Saya hanya berlangganan paket ponsel, tiba-tiba berubah menjadi paket premium tanpa ada konfirmasi sebelumnya."
605,Rifqi,5,2022-06-03 12:25:58,"Masalah Error Video lag,layar hitam dan sebagainya di perangkat mobile udah Fix. Thanks Netflix"
606,Jey Tallo,4,2022-06-03 06:52:57,Hay neflix knpa ya yg dri tv gak bisa terbuka padahal dri hp mash bisa di buka
607,Rabbit& Rabbit,1,2022-06-03 03:09:12,Ini knp mau nonton kok gk bisa d putar padahal udh bayar berlanganan jg kmren2 normal aja tp kok hari ini gk bisa . .. Jaringan udh lancar masa harus pake vpn 🤦‍♂️baru bisa mutar vidio
608,Tanti Zesika,5,2022-06-03 02:30:53,netflix halo kenapa saya perbarui jadinya malah ga keluar semua nya? loadingnya lama banget???! ini error apa kenapa!!
609,Nila Suryani,2,2022-06-02 23:29:14,"Sedih bgt kok skrg bayar ya😢 seinget aku dulu sblum hp ku instal ulang smua....aku punya Netflix dan itu sama kayak tetangga"" ada bagian film yg bisa nonton gratis...dan yg bayar dikasih ksmpatan nnton 1 episod dulu..kalo mau lanjut baru bayar/bikin paketnya😢.tapi skrg kok ga kayak dulu lagi sih min😢😢😢tolong di bikin kayak dulu lagi dong min kasih kesempatan buat kita yg ga belum bisa beli buat nnton gratis mskipun film udh kadaluarsa GPP deh😭😭😭."
